"user_id","FScore","FBRScore","MScore","FWBRScore","MFWBRScores"
101053159431,2,1,2,3,"3 2"
101058722814,1,1,1,2,"2 1"
101060663529,4,5,4,5,"5 4"
101064803721,2,3,1,1,"1 1"
101066744436,1,1,1,2,"2 1"
101070367104,4,2,4,5,"5 4"
101071014009,1,1,1,2,"2 1"
101072307819,2,2,1,2,"2 1"
101079811917,4,5,2,1,"1 2"
101080070679,2,1,2,3,"3 2"
101095208256,1,1,1,2,"2 1"
101096243304,4,2,4,5,"5 4"
101096890209,4,3,3,5,"5 3"
101098701543,4,1,4,5,"5 4"
101110733976,3,2,2,3,"3 2"
101111510262,1,1,2,2,"2 2"
101115909216,4,4,3,5,"5 3"
101119143741,3,5,4,1,"1 4"
101120049408,3,2,2,3,"3 2"
101129364840,4,4,3,3,"3 3"
101131434936,4,2,4,5,"5 4"
101131952460,1,1,2,2,"2 2"
101133763794,2,2,2,2,"2 2"
101144502417,3,3,3,3,"3 3"
101153041563,3,1,3,4,"4 3"
101161580709,1,2,1,1,"1 1"
101166497187,4,5,4,5,"5 4"
101172060570,1,1,1,2,"2 1"
101176977048,1,1,2,2,"2 2"
101178141477,3,1,2,4,"4 2"
101179305906,2,1,2,3,"3 2"
101181246621,4,5,4,5,"5 4"
101181893526,3,1,3,4,"4 3"
101186421861,3,3,2,2,"2 2"
101187586290,4,5,4,2,"2 4"
101189268243,4,1,4,5,"5 4"
101190432672,2,1,2,3,"3 2"
101194443483,2,1,2,3,"3 2"
101195737293,4,5,3,2,"2 3"
101197936770,2,1,3,3,"3 3"
101198324913,2,1,2,3,"3 2"
101204147058,2,1,4,3,"3 4"
101204405820,3,3,2,2,"2 2"
101225883066,4,2,3,5,"5 3"
101226659352,1,1,1,2,"2 1"
101234680974,4,3,4,5,"5 4"
101237139213,2,1,3,3,"3 3"
101239597452,2,1,3,3,"3 3"
101244643311,2,3,1,1,"1 1"
101255123172,3,1,2,4,"4 2"
101256028839,1,2,1,1,"1 1"
101259263364,2,1,3,3,"3 3"
101266638081,3,1,4,5,"5 4"
101267026224,4,3,4,5,"5 4"
101269355082,2,1,2,3,"3 2"
101271425178,2,2,3,2,"2 3"
101282422563,2,1,1,3,"3 1"
101285139564,4,1,4,5,"5 4"
101291091090,2,1,2,3,"3 2"
101298724569,4,3,4,5,"5 4"
101299242093,2,2,2,2,"2 2"
101307134334,4,2,4,5,"5 4"
101314897194,4,3,4,5,"5 4"
101323048197,1,1,1,2,"2 1"
101331069819,1,2,1,1,"1 1"
101335339392,1,1,2,2,"2 2"
101336115678,1,2,1,1,"1 1"
101343231633,3,1,3,5,"5 3"
101346207396,2,1,4,3,"3 4"
101347113063,1,1,2,2,"2 2"
101348924397,3,3,2,2,"2 2"
101353064589,4,5,4,5,"5 4"
101354358399,2,1,2,3,"3 2"
101359274877,1,2,1,1,"1 1"
101365355784,1,1,1,2,"2 1"
101366908356,1,1,1,2,"2 1"
101371695453,3,1,2,5,"5 2"
101372342358,4,5,3,3,"3 3"
101385280458,4,5,4,5,"5 4"
101385797982,1,1,1,2,"2 1"
101398347939,4,5,3,1,"1 3"
101399771130,4,5,4,3,"3 4"
101402488131,3,1,3,5,"5 3"
101405852037,1,1,1,2,"2 1"
101420342709,3,2,2,3,"3 2"
101424353520,3,4,2,1,"1 2"
101429787522,4,2,4,5,"5 4"
101438197287,1,1,1,2,"2 1"
101439102954,1,1,2,2,"2 2"
101439491097,4,1,4,5,"5 4"
101440138002,3,1,4,4,"4 4"
101449970958,4,5,3,1,"1 3"
101450229720,4,1,4,5,"5 4"
101452429197,4,4,3,3,"3 3"
101452946721,4,5,3,1,"1 3"
101459803914,1,1,2,2,"2 2"
101461356486,4,4,4,5,"5 4"
101466661107,4,5,3,1,"1 3"
101466919869,1,1,3,2,"2 3"
101473388919,3,3,4,3,"3 4"
101487362067,1,1,2,2,"2 2"
101497324404,3,1,3,5,"5 3"
101502499644,4,1,4,5,"5 4"
101504052216,2,1,2,3,"3 2"
101510133123,3,1,4,5,"5 4"
101513108886,4,5,4,3,"3 4"
101515825887,4,2,3,5,"5 3"
101521389270,4,1,4,5,"5 4"
101525270700,1,1,1,2,"2 1"
101537044371,1,2,1,1,"1 1"
101538726324,1,1,1,2,"2 1"
101539114467,1,2,1,1,"1 1"
101539502610,2,3,2,1,"1 2"
101540408277,4,5,4,5,"5 4"
101548041756,4,3,4,5,"5 4"
101548300518,4,5,4,4,"4 4"
101553346377,4,5,4,5,"5 4"
101553475758,1,1,1,2,"2 1"
101563696857,4,2,4,5,"5 4"
101564473143,1,1,1,2,"2 1"
101565896334,4,5,4,5,"5 4"
101566284477,1,1,1,2,"2 1"
101567837049,1,1,2,2,"2 2"
101573012289,3,1,2,4,"4 2"
101575470528,3,2,3,3,"3 3"
101587891104,1,1,2,2,"2 2"
101593972011,1,1,1,2,"2 1"
101599406013,4,5,4,5,"5 4"
101602640538,4,5,4,5,"5 4"
101605228158,4,1,3,5,"5 3"
101605486920,1,1,1,2,"2 1"
101607039492,4,5,4,5,"5 4"
101619460068,4,5,4,5,"5 4"
101620236354,4,2,4,5,"5 4"
101625411594,2,2,1,2,"2 1"
101638737837,1,1,1,2,"2 1"
101648570793,1,1,2,2,"2 2"
101650382127,4,5,4,4,"4 4"
101651158413,3,1,4,5,"5 4"
101653228509,1,1,1,2,"2 1"
101655557367,3,1,3,5,"5 3"
101658144987,3,2,3,4,"4 3"
101669789277,2,1,3,3,"3 3"
101670048039,3,1,2,4,"4 2"
101671988754,2,1,2,3,"3 2"
101674964517,1,1,2,2,"2 2"
101675740803,4,3,3,5,"5 3"
101676775851,4,1,3,5,"5 3"
101681304186,2,3,2,1,"1 2"
101688161379,4,1,4,5,"5 4"
101690878380,2,2,2,2,"2 2"
101691784047,3,4,2,1,"1 2"
101696959287,1,1,2,2,"2 2"
101703428337,4,5,4,5,"5 4"
101704980909,1,1,1,2,"2 1"
101707568529,2,1,2,3,"3 2"
101707956672,1,1,1,2,"2 1"
101708862339,2,1,2,3,"3 2"
101709250482,3,2,2,4,"4 2"
101709509244,2,1,3,3,"3 3"
101709897387,1,1,2,2,"2 2"
101711320578,3,2,3,4,"4 3"
101714684484,4,5,3,2,"2 3"
101716625199,2,1,3,3,"3 3"
101720118486,2,3,1,1,"1 1"
101720506629,4,5,4,5,"5 4"
101724646821,1,1,1,2,"2 1"
101725552488,3,2,2,3,"3 2"
101729692680,4,5,4,3,"3 4"
101733185967,2,2,1,2,"2 1"
101739525636,2,1,2,3,"3 2"
101743795209,1,2,1,1,"1 1"
101745477162,2,1,3,3,"3 3"
101750005497,3,1,3,4,"4 3"
101759320929,4,5,3,5,"5 3"
101762296692,1,2,1,1,"1 1"
101764108026,3,1,3,4,"4 3"
101765531217,3,1,3,5,"5 3"
101772129648,1,1,1,2,"2 1"
101775105411,3,1,3,5,"5 3"
101778081174,4,4,4,3,"3 4"
101779116222,1,1,1,2,"2 1"
101783515176,1,1,1,2,"2 1"
101785844034,2,1,3,3,"3 3"
101786620320,1,1,2,2,"2 2"
101789207940,4,5,4,3,"3 4"
101792830608,4,4,4,5,"5 4"
101804474898,3,4,2,2,"2 2"
101805509946,1,1,1,2,"2 1"
101808485709,3,1,3,5,"5 3"
101814178473,3,1,2,4,"4 2"
101816895474,2,1,3,3,"3 3"
101823752667,3,3,2,2,"2 2"
101836302624,4,5,3,3,"3 3"
101838113958,4,5,4,4,"4 4"
101841736626,4,5,3,1,"1 3"
101847558771,1,1,1,2,"2 1"
101849628867,4,5,4,5,"5 4"
101854157202,1,1,2,2,"2 2"
101855192250,4,5,3,2,"2 3"
101859203061,4,5,2,1,"1 2"
101860496871,2,3,1,1,"1 1"
101874470019,4,5,3,5,"5 3"
101877316401,1,1,1,2,"2 1"
101878480830,1,1,1,2,"2 1"
101878610211,4,5,4,5,"5 4"
101879515878,2,2,2,2,"2 2"
101881585974,3,2,2,3,"3 2"
101882621022,4,1,3,5,"5 3"
101895429741,2,1,2,3,"3 2"
101898793647,2,1,3,3,"3 3"
101899958076,1,2,1,1,"1 1"
101901251886,2,1,2,3,"3 2"
101904486411,1,2,1,1,"1 1"
101904874554,4,5,4,5,"5 4"
101906168364,1,1,1,2,"2 1"
101911602366,2,2,2,2,"2 2"
101915095653,2,3,2,1,"1 2"
101915742558,2,1,3,3,"3 3"
101916777606,4,3,4,5,"5 4"
101920917798,4,5,4,5,"5 4"
101922858513,2,3,1,1,"1 1"
101931138897,4,1,4,5,"5 4"
101934244041,4,1,4,5,"5 4"
101937090423,2,2,1,2,"2 1"
101938125471,4,1,4,5,"5 4"
101939419281,2,2,1,2,"2 1"
101942912568,1,2,1,1,"1 1"
101943041949,4,2,4,5,"5 4"
101943171330,4,1,4,5,"5 4"
101944335759,3,2,2,3,"3 2"
101945629569,1,1,2,2,"2 2"
101945888331,3,1,2,4,"4 2"
101952616143,3,1,4,5,"5 4"
101955980049,3,4,3,2,"2 3"
101958179526,1,1,2,2,"2 2"
101960249622,3,4,1,1,"1 1"
101962837242,3,1,2,4,"4 2"
101964777957,1,1,1,2,"2 1"
101967236196,1,2,2,1,"1 2"
101968659387,1,2,1,1,"1 1"
101968918149,1,1,1,2,"2 1"
101973964008,1,1,2,2,"2 2"
101976292866,4,4,4,5,"5 4"
101976681009,2,1,2,3,"3 2"
101984961393,4,5,4,5,"5 4"
101986772727,4,4,3,4,"4 3"
101987031489,1,2,1,1,"1 1"
101988325299,4,2,3,5,"5 3"
101991042300,3,4,3,2,"2 3"
101997511350,4,5,3,3,"3 3"
101998546398,3,1,2,4,"4 2"
101999581446,1,2,1,1,"1 1"
101999969589,4,4,3,3,"3 3"
102008379354,3,1,3,4,"4 3"
102008767497,3,1,3,4,"4 3"
102020023644,3,4,1,1,"1 1"
102036325650,1,1,2,2,"2 2"
102042794700,1,2,2,1,"1 2"
102049134369,4,1,4,5,"5 4"
102050040036,4,5,4,5,"5 4"
102052368894,3,3,4,3,"3 4"
102053662704,1,1,1,2,"2 1"
102056767848,1,1,1,2,"2 1"
102057414753,4,5,4,5,"5 4"
102064918851,4,5,4,5,"5 4"
102066471423,4,3,3,4,"4 3"
102067506471,4,5,3,2,"2 3"
102068670900,3,3,2,2,"2 2"
102070094091,3,1,2,4,"4 2"
102071776044,2,2,2,2,"2 2"
102073069854,4,5,4,5,"5 4"
102081738381,2,3,1,1,"1 1"
102082902810,3,2,3,4,"4 3"
102083032191,4,4,4,3,"3 4"
102085361049,2,2,1,2,"2 1"
102087172383,1,1,1,2,"2 1"
102087689907,1,1,1,2,"2 1"
102094417719,2,1,3,3,"3 3"
102097393482,1,1,1,2,"2 1"
102097911006,4,1,4,5,"5 4"
102109555296,4,4,4,5,"5 4"
102110072820,1,2,1,1,"1 1"
102110460963,1,1,1,2,"2 1"
102113566107,3,1,3,4,"4 3"
102118870728,3,2,3,3,"3 3"
102119129490,4,3,4,5,"5 4"
102124045968,3,2,3,4,"4 3"
102125469159,4,5,3,5,"5 3"
102125598540,4,5,4,3,"3 4"
102129350589,4,5,3,2,"2 3"
102141383022,3,1,3,5,"5 3"
102157685028,4,2,4,5,"5 4"
102158073171,4,5,4,5,"5 4"
102158331933,2,2,2,2,"2 2"
102168682413,2,1,3,3,"3 3"
102171787557,3,1,3,4,"4 3"
102180973608,1,1,1,2,"2 1"
102182138037,3,3,2,2,"2 2"
102183949371,1,2,1,1,"1 1"
102186019467,4,3,3,4,"4 3"
102194558613,1,2,1,1,"1 1"
102198569424,4,5,4,2,"2 4"
102198957567,2,1,2,3,"3 2"
102200768901,2,1,1,3,"3 1"
102209178666,4,5,4,5,"5 4"
102209825571,2,1,2,3,"3 2"
102212542572,4,1,4,5,"5 4"
102216165240,1,2,2,1,"1 2"
102216553383,1,1,1,2,"2 1"
102217588431,1,1,1,2,"2 1"
102219529146,1,1,1,2,"2 1"
102227421387,3,1,4,4,"4 4"
102228197673,4,3,3,4,"4 3"
102228585816,1,2,1,1,"1 1"
102229362102,2,3,1,1,"1 1"
102229879626,4,3,4,5,"5 4"
102234537342,1,1,2,2,"2 2"
102235701771,4,1,4,5,"5 4"
102244887822,1,1,1,2,"2 1"
102247475442,3,2,3,3,"3 3"
102250321824,2,3,1,1,"1 1"
102255367683,4,5,4,5,"5 4"
102257308398,4,5,3,1,"1 3"
102260284161,1,2,1,1,"1 1"
102267011973,1,2,2,1,"1 2"
102267788259,3,3,2,2,"2 2"
102279173787,1,1,1,2,"2 1"
102283313979,3,3,3,2,"2 3"
102284219646,4,3,4,5,"5 4"
102284737170,1,2,1,1,"1 1"
102295346412,3,3,2,3,"3 2"
102295993317,1,1,1,2,"2 1"
102297545889,1,1,1,2,"2 1"
102299227842,1,2,1,1,"1 1"
102307120083,2,2,1,2,"2 1"
102307766988,3,1,2,4,"4 2"
102311648418,4,5,4,5,"5 4"
102316176753,4,5,4,5,"5 4"
102325233423,4,2,4,5,"5 4"
102326397852,4,5,4,4,"4 4"
102329244234,1,1,2,2,"2 2"
102331831854,2,1,2,3,"3 2"
102336230808,1,2,1,1,"1 1"
102336360189,2,2,2,2,"2 2"
102337007094,4,5,3,2,"2 3"
102339335952,2,1,2,3,"3 2"
102340371000,1,1,3,2,"2 3"
102341794191,4,5,4,1,"1 4"
102342441096,1,1,1,2,"2 1"
102344123049,4,1,4,5,"5 4"
102349039527,4,2,3,5,"5 3"
102353438481,4,1,4,5,"5 4"
102354991053,4,5,4,5,"5 4"
102356802387,4,5,4,2,"2 4"
102357319911,1,2,1,1,"1 1"
102367929153,3,4,2,1,"1 2"
102370904916,4,2,4,5,"5 4"
102376338918,2,3,2,1,"1 2"
102381772920,3,4,3,2,"2 3"
102387724446,1,1,2,2,"2 2"
102393546591,1,2,1,1,"1 1"
102397686783,1,1,1,2,"2 1"
102406743453,4,1,4,5,"5 4"
102409072311,3,5,2,1,"1 2"
102416964552,4,5,4,5,"5 4"
102424080507,4,5,4,4,"4 4"
102424598031,4,5,4,5,"5 4"
102428479461,1,1,1,2,"2 1"
102429126366,1,1,2,2,"2 2"
102436630464,4,2,4,5,"5 4"
102436889226,1,2,1,1,"1 1"
102440382513,1,1,3,2,"2 3"
102442452609,4,1,4,5,"5 4"
102443617038,3,2,2,3,"3 2"
102444781467,2,1,3,3,"3 3"
102447369087,4,2,3,5,"5 3"
102462118521,2,2,2,2,"2 2"
102468846333,4,4,3,3,"3 3"
102471563334,2,2,1,2,"2 1"
102472727763,2,2,2,2,"2 2"
102473892192,4,3,4,5,"5 4"
102477644241,1,2,1,1,"1 1"
102479196813,4,4,3,4,"4 3"
102481008147,3,2,3,4,"4 3"
102481525671,1,1,1,2,"2 1"
102484372053,3,1,2,5,"5 2"
102485795244,1,1,1,2,"2 1"
102486700911,2,1,2,3,"3 2"
102497180772,2,2,3,2,"2 3"
102497310153,2,1,2,3,"3 2"
102504296727,1,1,2,2,"2 2"
102507790014,1,1,2,2,"2 2"
102511024539,2,2,2,2,"2 2"
102515035350,1,1,2,2,"2 2"
102515423493,4,4,4,5,"5 4"
102519693066,1,1,3,2,"2 3"
102526162116,2,1,3,3,"3 3"
102528879117,2,3,2,1,"1 2"
102529526022,1,1,1,2,"2 1"
102536124453,3,2,3,3,"3 3"
102541817217,3,1,4,4,"4 4"
102548156886,4,4,3,4,"4 3"
102550226982,4,5,4,5,"5 4"
102553849650,4,1,4,5,"5 4"
102555272841,3,1,3,4,"4 3"
102560836224,4,5,4,5,"5 4"
102563165082,1,1,3,2,"2 3"
102565623321,1,1,1,2,"2 1"
102567693417,3,1,3,5,"5 3"
102568081560,4,2,4,5,"5 4"
102569504751,1,1,2,2,"2 2"
102569763513,2,2,3,2,"2 3"
102570281037,2,1,2,3,"3 2"
102572092371,4,1,4,5,"5 4"
102573127419,4,4,4,5,"5 4"
102576750087,4,1,4,5,"5 4"
102580890279,1,1,1,2,"2 1"
102583219137,1,2,1,1,"1 1"
102590335092,4,5,4,2,"2 4"
102590593854,4,5,2,1,"1 2"
102591887664,4,5,4,5,"5 4"
102593698998,4,2,4,5,"5 4"
102595380951,2,2,2,2,"2 2"
102596157237,4,5,4,2,"2 4"
102602626287,4,3,4,5,"5 4"
102604567002,4,5,4,5,"5 4"
102613494291,1,1,1,2,"2 1"
102615823149,4,5,4,4,"4 4"
102618410769,3,1,3,5,"5 3"
102622550961,3,1,3,4,"4 3"
102625785486,4,5,3,5,"5 3"
102629666916,4,2,4,5,"5 4"
102635489061,3,3,3,2,"2 3"
102636394728,1,2,1,1,"1 1"
102636653490,4,2,4,5,"5 4"
102636782871,4,5,4,5,"5 4"
102641958111,3,2,2,3,"3 2"
102645451398,3,1,4,4,"4 4"
102648427161,1,2,1,1,"1 1"
102654896211,1,2,1,1,"1 1"
102655931259,4,5,4,5,"5 4"
102658130736,1,2,1,1,"1 1"
102660718356,3,2,2,3,"3 2"
102661235880,3,3,3,3,"3 3"
102662400309,4,1,4,5,"5 4"
102663435357,1,1,1,2,"2 1"
102668093073,1,1,2,2,"2 2"
102669386883,2,2,1,2,"2 1"
102672492027,4,5,4,5,"5 4"
102674950266,4,1,3,5,"5 3"
102680513649,4,1,4,5,"5 4"
102684265698,3,4,1,1,"1 1"
102686206413,2,1,4,3,"3 4"
102686723937,4,3,4,5,"5 4"
102691899177,4,1,4,5,"5 4"
102701085228,4,5,4,5,"5 4"
102709883136,1,2,2,1,"1 2"
102711176946,4,1,4,5,"5 4"
102713893947,4,1,4,5,"5 4"
102722174331,4,1,3,5,"5 3"
102725796999,3,1,2,4,"4 2"
102726443904,1,1,2,2,"2 2"
102729031524,1,1,1,2,"2 1"
102731877906,1,1,1,2,"2 1"
102734077383,3,3,4,2,"2 4"
102737958813,1,1,2,2,"2 2"
102740417052,1,1,1,2,"2 1"
102743780958,2,1,2,3,"3 2"
102747533007,3,1,3,4,"4 3"
102748826817,1,1,2,2,"2 2"
102751673199,1,1,2,2,"2 2"
102754002057,4,5,3,1,"1 3"
102754648962,1,1,1,2,"2 1"
102757754106,3,3,4,3,"3 4"
102764481918,4,1,4,5,"5 4"
102769657158,3,1,3,4,"4 3"
102770692206,3,2,4,4,"4 4"
102770821587,4,5,4,5,"5 4"
102774573636,2,1,3,3,"3 3"
102782724639,1,2,1,1,"1 1"
102783371544,4,1,3,5,"5 3"
102785053497,4,1,3,5,"5 3"
102789193689,2,1,2,3,"3 2"
102792686976,3,1,4,5,"5 4"
102794110167,2,1,2,3,"3 2"
102794498310,4,5,4,3,"3 4"
102797215311,1,2,1,1,"1 1"
102800191074,3,1,3,4,"4 3"
102801484884,3,1,4,5,"5 4"
102806401362,2,1,3,3,"3 3"
102813517317,4,5,3,5,"5 3"
102822056463,1,1,3,2,"2 3"
102835641468,2,1,2,3,"3 2"
102838746612,2,3,1,1,"1 1"
102847415139,4,5,4,5,"5 4"
102849355854,1,1,1,2,"2 1"
102854013570,4,1,3,5,"5 3"
102855824904,4,5,4,4,"4 4"
102856342428,4,5,4,5,"5 4"
102862552716,3,2,4,4,"4 4"
102864234669,1,2,1,1,"1 1"
102864364050,1,2,1,1,"1 1"
102865528479,4,2,4,5,"5 4"
102868245480,2,1,3,3,"3 3"
102869539290,4,5,3,2,"2 3"
102870574338,2,1,4,3,"3 4"
102875620197,3,1,4,4,"4 4"
102877043388,1,2,1,1,"1 1"
102881442342,3,2,2,3,"3 2"
102885065010,4,1,4,5,"5 4"
102886358820,3,3,3,3,"3 3"
102888428916,1,1,1,2,"2 1"
102896450538,1,1,1,2,"2 1"
102899555682,4,5,4,3,"3 4"
102901367016,2,1,2,3,"3 2"
102904472160,4,5,4,5,"5 4"
102911846877,4,2,4,5,"5 4"
102911976258,4,2,4,5,"5 4"
102912493782,2,2,2,2,"2 2"
102916375212,3,1,3,5,"5 3"
102917539641,1,1,1,2,"2 1"
102920515404,1,1,1,2,"2 1"
102922714881,2,2,3,2,"2 3"
102925302501,1,1,1,2,"2 1"
102926725692,4,4,3,3,"3 3"
102928795788,2,1,2,3,"3 2"
102936041124,2,1,4,3,"3 4"
102937593696,3,1,2,4,"4 2"
102941863269,2,1,2,3,"3 2"
102946003461,2,2,2,2,"2 2"
102949367367,3,3,2,3,"3 2"
102952343130,1,1,2,2,"2 2"
102952472511,2,1,4,3,"3 4"
102952731273,1,1,2,2,"2 2"
102953248797,1,1,3,2,"2 3"
102955707036,3,2,2,3,"3 2"
102955965798,4,1,4,5,"5 4"
102957000846,2,1,3,3,"3 3"
102957259608,1,1,1,2,"2 1"
102963728658,3,1,2,4,"4 2"
102964763706,3,1,3,5,"5 3"
102971491518,2,1,4,3,"3 4"
102973432233,4,5,4,5,"5 4"
102974855424,3,2,3,3,"3 3"
102976796139,4,1,4,5,"5 4"
102978478092,4,5,4,3,"3 4"
103000602243,2,3,2,1,"1 2"
103001637291,1,2,1,1,"1 1"
103007976960,3,2,3,3,"3 3"
103020526917,4,4,3,3,"3 3"
103029842349,2,3,1,1,"1 1"
103029971730,3,1,3,4,"4 3"
103041616020,3,4,2,1,"1 2"
103043815497,1,1,1,2,"2 1"
103044979926,1,1,1,2,"2 1"
103047308784,3,3,4,3,"3 4"
103050672690,4,5,4,5,"5 4"
103051060833,2,1,2,3,"3 2"
103053519072,3,1,4,5,"5 4"
103055330406,4,3,4,5,"5 4"
103057012359,4,1,4,5,"5 4"
103060764408,4,4,3,3,"3 3"
103062446361,4,1,4,5,"5 4"
103063352028,3,2,3,3,"3 3"
103074737556,1,1,1,2,"2 1"
103076678271,3,2,3,3,"3 3"
103078101462,2,2,1,2,"2 1"
103082888559,3,1,3,5,"5 3"
103088451942,2,1,2,3,"3 2"
103091686467,4,2,4,5,"5 4"
103095438516,1,2,1,1,"1 1"
103096344183,2,1,2,3,"3 2"
103097249850,4,5,2,1,"1 2"
103097637993,4,4,3,4,"4 3"
103097767374,2,1,2,3,"3 2"
103121055954,3,1,2,4,"4 2"
103122867288,4,5,4,5,"5 4"
103123255431,2,2,2,2,"2 2"
103126748718,1,2,1,1,"1 1"
103129724481,3,1,3,4,"4 3"
103133347149,2,3,1,1,"1 1"
103141368771,1,1,1,2,"2 1"
103150296060,3,4,3,2,"2 3"
103165045494,2,2,2,2,"2 2"
103173325878,1,2,1,1,"1 1"
103173714021,4,5,3,2,"2 3"
103177466070,4,2,4,5,"5 4"
103179665547,1,1,1,2,"2 1"
103180959357,1,2,1,1,"1 1"
103188204693,1,1,2,2,"2 2"
103188334074,1,1,2,2,"2 2"
103198555173,2,1,2,3,"3 2"
103200495888,3,5,2,1,"1 2"
103202307222,1,1,2,2,"2 2"
103208258748,1,1,2,2,"2 2"
103209293796,2,3,2,1,"1 2"
103211881416,1,1,1,2,"2 1"
103213692750,4,1,3,5,"5 3"
103214080893,4,5,2,1,"1 2"
103215115941,1,1,1,2,"2 1"
103228700946,1,1,1,2,"2 1"
103232323614,1,1,2,2,"2 2"
103234134948,4,2,4,5,"5 4"
103235299377,1,1,2,2,"2 2"
103239698331,1,1,2,2,"2 2"
103240086474,4,5,4,2,"2 4"
103242415332,3,1,3,4,"4 3"
103246943667,4,1,4,5,"5 4"
103249401906,2,1,2,3,"3 2"
103250307573,1,1,1,2,"2 1"
103255224051,1,2,1,1,"1 1"
103257294147,4,5,4,2,"2 4"
103257682290,2,1,3,3,"3 3"
103260269910,1,1,1,2,"2 1"
103267256484,1,1,2,2,"2 2"
103271784819,2,1,2,3,"3 2"
103274243058,1,1,1,2,"2 1"
103277348202,3,2,2,4,"4 2"
103278900774,1,1,1,2,"2 1"
103281747156,4,3,3,5,"5 3"
103288604349,4,4,4,5,"5 4"
103295332161,1,1,2,2,"2 2"
103295979066,4,5,4,5,"5 4"
103299601734,1,1,1,2,"2 1"
103301154306,1,2,1,1,"1 1"
103305165117,4,5,4,4,"4 4"
103313574882,4,1,4,5,"5 4"
103319914551,1,1,2,2,"2 2"
103320302694,3,1,3,4,"4 3"
103323666600,4,2,3,5,"5 3"
103324701648,3,1,2,4,"4 2"
103327418649,4,3,3,4,"4 3"
103330394412,4,1,4,5,"5 4"
103332205746,2,1,3,3,"3 3"
103332723270,4,1,4,5,"5 4"
103338416034,4,5,2,1,"1 2"
103348507752,4,3,4,5,"5 4"
103351224753,2,2,2,2,"2 2"
103357046898,3,1,3,4,"4 3"
103370631903,4,5,4,5,"5 4"
103377100953,3,1,3,5,"5 3"
103388615862,1,1,2,2,"2 2"
103394826150,4,1,2,5,"5 2"
103402977153,2,1,3,3,"3 3"
103408799298,2,2,1,2,"2 1"
103425748209,3,1,3,4,"4 3"
103429500258,4,1,3,5,"5 3"
103432087878,1,1,1,2,"2 1"
103432346640,2,1,1,3,"3 1"
103433899212,3,3,2,2,"2 2"
103438039404,4,1,3,5,"5 3"
103441920834,2,3,1,1,"1 1"
103443214644,1,1,2,2,"2 2"
103452012552,4,5,3,2,"2 3"
103461069222,4,5,3,2,"2 3"
103461716127,1,1,1,2,"2 1"
103463786223,2,1,2,3,"3 2"
103466503224,4,1,4,5,"5 4"
103469608368,3,1,3,5,"5 3"
103471419702,3,2,2,3,"3 2"
103472584131,1,2,1,1,"1 1"
103478794419,1,2,1,1,"1 1"
103479053181,2,2,2,2,"2 2"
103479829467,4,5,4,4,"4 4"
103480217610,3,4,3,1,"1 3"
103480346991,4,2,3,5,"5 3"
103483322754,2,2,3,2,"2 3"
103486945422,3,3,3,3,"3 3"
103492896948,1,1,2,2,"2 2"
103496778378,3,3,2,2,"2 2"
103501047951,3,1,3,4,"4 3"
103505188143,1,1,2,2,"2 2"
103519937577,4,1,3,5,"5 3"
103521360768,3,2,3,3,"3 3"
103522525197,4,2,4,5,"5 4"
103522783959,1,1,2,2,"2 2"
103528476723,1,1,1,2,"2 1"
103528994247,2,1,3,3,"3 3"
103537404012,1,1,1,2,"2 1"
103537662774,3,4,3,1,"1 3"
103539603489,4,1,3,5,"5 3"
103539862251,1,1,2,2,"2 2"
103540121013,4,3,4,4,"4 4"
103541285442,4,5,4,5,"5 4"
103545166872,2,2,3,2,"2 3"
103553964780,1,2,2,1,"1 2"
103562115783,3,3,2,2,"2 2"
103565220927,4,5,4,5,"5 4"
103568714214,2,2,3,2,"2 3"
103573630692,1,1,1,2,"2 1"
103579064694,1,1,2,2,"2 2"
103582040457,1,1,1,2,"2 1"
103583722410,4,5,4,5,"5 4"
103586310030,2,1,2,3,"3 2"
103587474459,1,1,2,2,"2 2"
103597824939,4,1,4,5,"5 4"
103602094512,2,3,2,1,"1 2"
103606752228,1,1,1,2,"2 1"
103606881609,3,4,3,2,"2 3"
103613091897,4,3,4,5,"5 4"
103616067660,4,1,4,5,"5 4"
103622795472,1,1,2,2,"2 2"
103628617617,4,3,4,5,"5 4"
103630817094,1,1,2,2,"2 2"
103638062430,4,5,4,4,"4 4"
103638321192,4,4,3,3,"3 3"
103658375247,1,2,1,1,"1 1"
103661868534,2,3,1,1,"1 1"
103665620583,2,3,2,1,"1 2"
103671830871,1,1,1,2,"2 1"
103679334969,3,2,3,4,"4 3"
103682310732,4,2,4,5,"5 4"
103685415876,1,1,1,2,"2 1"
103699647786,4,5,4,5,"5 4"
103710645171,4,1,4,5,"5 4"
103711680219,4,3,4,4,"4 4"
103718666793,4,5,4,5,"5 4"
103725912129,2,3,2,1,"1 2"
103727464701,1,2,1,1,"1 1"
103728499749,1,1,3,2,"2 3"
103730440464,3,2,4,4,"4 4"
103734192513,4,5,4,5,"5 4"
103734321894,1,1,1,2,"2 1"
103754893473,1,1,2,2,"2 2"
103755799140,4,1,4,5,"5 4"
103762009428,2,1,2,3,"3 2"
103773524337,2,1,3,3,"3 3"
103777017624,1,1,2,2,"2 2"
103781287197,1,1,1,2,"2 1"
103807810302,1,1,2,2,"2 2"
103813632447,3,1,1,4,"4 1"
103814149971,4,1,3,5,"5 3"
103822300974,2,2,3,2,"2 3"
103825794261,4,1,3,5,"5 3"
